duration,R2_alone,MAE_alone,R2_bio,MAE_bio,R2_sprint_bio,MAE_sprint_bio
2m_critical_power,0.7040459489696402,25.121653033836527,0.7129426746702379,25.15892913130668,0.7418711634840026,23.851836860658874
3m_critical_power,0.7601619995819733,22.049064588646946,0.7658552764260897,22.02699243017749,0.7924415317114452,20.811938954087907
5m_critical_power,0.8087842089842674,18.94222351373846,0.808244396461508,18.976170585141908,0.8325264242458803,17.901642046545494
8m_critical_power,0.8722609373003147,14.30533537400978,0.8699535095360769,14.698545472482108,0.8779979685186099,14.298829329659844
10m_critical_power,0.8975085419249932,12.17137946475497,0.8958789518434572,12.380373021308525,0.9008503068079649,11.934649865695338
30m_critical_power,0.9432697733600687,10.567040206020542,0.9408233942991944,10.957851132261048,0.9401941391843586,10.472895278134219
