id,age,gender,activities,bike,1s_critical_power,15s_critical_power,2m_critical_power,3m_critical_power,5m_critical_power,8m_critical_power,10m_critical_power,20m_critical_power,30m_critical_power,weightkg,5s_critical_power,10s_critical_power,20s_critical_power,30s_critical_power,gender_encoded,fatigue_index,early_decay,mid_decay,late_decay,anaerobic_reserve,decay_curvature,sprint_wpk_1s,sprint_wpk_15s,sprint_wpk_30s
ff64b289-b9d9-4927-8c7b-c4ba3a9945a1,30,M,273,241,1171.0,814.46667,481.575,418.18333,363.77,324.25625,313.225,299.97167,269.97944,78.0,891.0,843.0,789.0,729.0,0,0.6225448334756618,0.7608881298035867,0.9141040067340067,0.895064251063828,442.0,0.2522200828173604,15.012820512820513,10.441880384615384,9.346153846153847
bd104cd6-e1c4-4724-967a-d3ee321d86a4,50,M,576,333,832.0,586.13333,363.45,352.42778,339.03667,320.94583,320.555,302.28417,287.26278,65.0,771.0,603.0,554.0,473.0,0,0.5685096153846154,0.9266826923076923,0.7602248119325551,0.8069836260633737,359.0,0.13583325072462316,12.8,9.017435846153846,7.276923076923077
f4054da0-4cfa-4133-a40c-7189834e07e2,39,F,198,190,554.0,391.53333,251.09167,240.62222,222.86667,209.575,201.63833,195.27583,191.28333,50.0,468.0,398.0,384.0,350.0,1,0.631768953068592,0.8447653429602888,0.8366096794871795,0.8939213425329589,204.0,0.23495654941719657,11.08,7.8306666,7.0
ce043e2d-a873-49cb-a398-c6ce020877df,21,M,725,684,1574.0,1332.73333,545.725,546.22222,484.98333,447.15625,438.735,406.945,403.26889,72.5,1533.0,1420.0,1155.0,974.0,0,0.6188055908513341,0.9739517153748412,0.8693629028049576,0.7308288748207415,600.0,-0.14718776268493095,21.71034482758621,18.382528689655175,13.434482758620689
6de3e82e-9d67-4c81-803e-88ccc69047a9,32,M,599,334,1344.0,1029.73333,434.325,414.23333,390.82667,364.43542,362.685,356.6675,307.46833,79.8906510851419,1268.0,1112.0,977.0,786.0,0,0.5848214285714286,0.9434523809523809,0.8120925315457413,0.7633044178535039,558.0,-0.0037479760675287466,16.822994702692537,12.889284490904723,9.838447794878226
14cba0c9-0c3b-4d20-8db8-5bb19c25011e,45,M,142,138,1483.0,691.13333,331.91667,310.31667,305.84,283.15833,269.41,231.77667,216.65,84.0,764.0,718.0,670.0,531.0,0,0.35805799055967635,0.5151719487525287,0.904624777486911,0.7683032736968423,952.0,0.4999188485840591,17.654761904761905,8.227777738095238,6.321428571428571
42582e78-b367-42f3-9e79-8236c9abd526,37,M,329,329,670.0,583.33333,303.80833,270.03889,250.7,221.575,208.26333,200.99083,186.37556,72.0,624.0,603.0,562.0,535.0,0,0.7985074626865671,0.9313432835820895,0.9348290544871796,0.9171428623836734,135.0,0.05202691421068906,9.305555555555555,8.101851805555556,7.430555555555555
f64ea63f-b74b-46a6-a677-8293ecf82daf,47,M,248,248,660.0,547.66667,268.0,263.4,229.18,223.07708,215.335,207.55708,195.91056,58.0,602.0,549.0,541.0,471.0,0,0.7136363636363636,0.9121212121212121,0.9097452990033221,0.860012167620133,189.0,0.035764258125718484,11.379310344827585,9.442528793103447,8.120689655172415
23bf3f27-2db3-4324-8b41-529fedece86a,54,M,1046,493,1036.0,852.93333,430.11667,428.45,408.81333,386.10625,378.58667,365.12333,344.86944,83.0,889.0,873.0,842.0,729.0,0,0.7036679536679536,0.8581081081081081,0.9594300674915635,0.854697517800131,307.0,0.03743338482850511,12.481927710843374,10.276305180722892,8.783132530120483
9d85d4f6-69e3-4585-a1dc-22cc0eca90e4,48,M,29,5,332.0,255.2,194.325,194.26111,194.03,185.81042,181.72333,171.495,165.97472,85.0,322.0,310.0,230.0,209.0,0,0.6295180722891566,0.9698795180722891,0.7925465838509317,0.8189655172413793,123.0,0.06337411794002978,3.9058823529411764,3.0023529411764707,2.458823529411765
85ca7ac6-fbf3-481b-99a4-f5075876b26a,24,M,25,25,942.4,781.50667,286.475,268.14444,255.572,248.16958,237.28567,214.1975,206.92689,92.0,929.0,886.0,668.0,518.0,0,0.549660441426146,0.9857809847198642,0.8412343057050592,0.6628222379727098,424.4,-0.22404231423109877,10.243478260869566,8.494637717391305,5.630434782608695
e3d20d0e-1991-4c74-9d60-13e271698cf7,46,M,104,98,1363.0,999.0,572.25833,517.11111,397.71667,364.50208,341.92167,280.85333,253.04944,73.0,1047.0,999.0,999.0,999.0,0,0.7329420396184886,0.7681584739545121,0.9541547277936963,1.0,364.0,0.3106886530479791,18.671232876712327,13.684931506849315,13.684931506849315
0ca11ba8-ebcd-4c40-8456-55d28664456f,34,M,81,0,1934.0,1027.0,433.325,397.49444,395.09,393.4577,392.75747,389.68662,360.10431,75.0,1203.0,1130.0,953.0,836.0,0,0.43226473629782836,0.6220268872802482,0.8536990856192851,0.8140214216163584,1098.0,0.42717986924082574,25.786666666666665,13.693333333333333,11.146666666666667
734ace1a-5c95-4ce7-b15b-dc2fba01e1e5,46,M,145,63,1008.0,661.33333,313.80833,308.33889,285.28,268.98542,274.71,262.87667,251.8925,78.16758620689654,771.0,732.0,563.0,428.0,0,0.4246031746031746,0.7648809523809523,0.8577604798962387,0.6471774226168217,580.0,-0.013669344059660915,12.895370688970647,8.460454800914041,5.475415332221664
20196e29-d0d8-407b-ab56-d8588f730470,64,M,57,57,790.0,643.73333,339.575,324.33889,316.46667,305.53333,293.905,266.66833,247.56611,85.0,726.0,645.0,618.0,512.0,0,0.6481012658227848,0.9189873417721519,0.8866850275482094,0.7953604017986764,278.0,-0.024211542493485005,9.294117647058824,7.573333294117647,6.023529411764706
2a95ee21-cde4-4b31-bf51-e95f7ef50dee,20,M,1341,1090,1167.0,976.33333,479.80833,440.09167,410.50333,397.62708,377.72333,353.29083,334.30222,82.59916999999999,1107.0,1053.0,875.0,772.0,0,0.6615252784918595,0.9485861182519281,0.881963261065944,0.7907135568136345,395.0,-0.056431927179646735,14.128471266720963,11.820134875447298,9.34634088938182
21ef53df-77b0-4e35-95ee-6303036a4fca,44,M,4,4,1081.0,948.2,414.825,372.32222,358.63,344.35417,325.41667,250.32333,247.28278,68.9,1004.0,978.0,929.0,744.0,0,0.6882516188714154,0.9287696577243293,0.9444223107569721,0.7846445897489981,337.0,-0.11144804846373546,15.689404934687952,13.761973875181422,10.798258345428156
cda2c929-723a-414e-acf1-c407bd82d0b4,42,M,561,547,792.0,629.2,298.9,244.94444,238.76333,226.5875,223.22333,213.95417,190.84556,60.0,737.0,672.0,596.0,479.0,0,0.6047979797979798,0.9305555555555556,0.8537313432835821,0.7612841703750794,313.0,-0.04263635314290415,13.2,10.486666666666668,7.983333333333333
01a599a0-f22d-4726-b81b-f2d7f3d9b559,48,M,238,153,973.0,775.26667,384.54167,347.09444,306.81333,291.33542,277.48833,247.76417,227.26389,60.5,885.0,804.0,751.0,637.0,0,0.6546762589928058,0.9095580678314491,0.8760075367231638,0.8216527611073491,336.0,0.03073961677731063,16.082644628099175,12.814325123966942,10.52892561983471
2c48b91e-dc4b-4f52-ba97-f5c5328b502f,56,M,50,49,494.0,371.7594,200.18781,181.93908,169.20333,162.87263,164.53213,155.464,151.02896,85.12,472.0,409.0,341.0,322.0,0,0.6518218623481782,0.9554655870445344,0.7876258474576272,0.8661516023535651,172.0,0.1405933210704502,5.803571428571428,4.367474154135339,3.782894736842105
fa6fd293-edb2-4e6a-be4d-d424df8a5b54,50,M,777,614,1274.0,839.2,442.15,423.97778,397.44,369.02292,362.72667,336.18333,322.78778,73.74568854568855,970.0,899.0,814.0,773.0,0,0.6067503924646782,0.7613814756671899,0.8651546391752578,0.9211153479504289,501.0,0.33529777055535614,17.275586208822276,11.379648309610404,10.481968712260297
b486ae1b-92f7-4a53-b1fc-e84b2f3dc219,25,F,5,0,878.0,410.73333,278.88333,274.12778,266.32667,248.90417,235.11,181.72833,173.41278,75.0,766.0,558.0,337.0,322.0,1,0.36674259681093396,0.8724373576309795,0.5362053916449087,0.7839636486281744,556.0,0.5163097955859346,11.706666666666667,5.4764444,4.293333333333333
6e46ff7e-c089-40bf-a216-c5e2958e4fd8,48,M,135,126,818.0,626.86667,266.05833,248.71667,240.39333,224.80833,223.26167,214.87083,199.94111,67.0,754.0,688.0,533.0,450.0,0,0.5501222493887531,0.921760391198044,0.8313881564986737,0.7178559995860044,368.0,-0.06535782161752568,12.208955223880597,9.35621895522388,6.7164179104477615
d5e55d2a-59b9-4583-a4c8-f44ae5ed7d07,47,M,13,0,626.0,413.26667,264.66667,260.73333,258.17333,250.2375,245.26167,237.98417,236.00056,83.0,486.0,480.0,357.0,327.0,0,0.5223642172523961,0.7763578274760383,0.8503429423868313,0.7912566479169492,299.0,0.18112439266629998,7.542168674698795,4.979116506024096,3.9397590361445785
8ebb6ca6-ea7e-4c2c-aa65-418fb3d0ccff,49,M,48,43,840.0,327.8,194.54167,187.87778,183.44667,181.07083,180.895,172.09833,167.75556,80.0,395.0,369.0,327.0,293.0,0,0.3488095238095238,0.47023809523809523,0.829873417721519,0.8938377059182429,547.0,0.8287671682349682,10.5,4.0975,3.6625
9ad8931b-7495-4bf7-bc6a-d728818ac121,27,M,209,102,1334.0,721.6,460.23333,416.16111,351.61,323.48542,321.11667,307.465,297.76167,74.0,1100.0,824.0,654.0,581.0,0,0.43553223388305845,0.8245877061469266,0.656,0.8051552106430155,753.0,0.397746045830651,18.027027027027028,9.751351351351351,7.851351351351352
a4295a43-a134-4ed6-938f-3c4ce09e7c06,26,M,36,33,902.0,750.66667,404.6,337.83333,307.79,285.61042,269.935,252.97333,224.16222,56.0,852.0,795.0,705.0,627.0,0,0.6951219512195121,0.9445676274944568,0.8810641666666666,0.8352575451365118,275.0,0.00363765063160848,16.107142857142858,13.404761964285713,11.196428571428571
acd2b248-af64-4701-8995-8e3b0ed7e10b,37,M,22,4,1035.0,767.46667,352.625,350.93333,295.43333,274.43125,273.77333,241.82583,227.93111,63.0,987.0,927.0,632.0,578.0,0,0.5584541062801932,0.9536231884057971,0.7775751469098278,0.7531271683759244,457.0,0.015540470755270874,16.428571428571427,12.182010634920635,9.174603174603174
